Survived;Pclass;Sex;Age;SibSp;Parch;Fare;Cabin_A;Cabin_B;Cabin_C;Cabin_D;Cabin_E;Cabin_F;Cabin_G;Cabin_T;Cabin_null;Embarked_C;Embarked_Q;Embarked_S
0;3;0;-0.10133993241760961;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
1;3;0;-2.0277321576554956;4;2;0.5363379735647843;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;1.747996603810761;1;1;1.479618975474119;0;0;0;0;1;0;0;0;0;0;0;1
0;1;0;0.8233283356965757;0;0;-3.05935471468473;0;1;0;0;0;0;0;0;0;0;0;1
0;3;1;-0.10133993241760961;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
0;2;0;0.5151055796585139;0;0;-0.5341955039054616;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-1.026008200531795;4;1;0.7722221292113017;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-0.3325069994461559;1;0;-0.813805534261317;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;2.210330737867854;0;1;2.1514852622165557;0;0;1;0;0;0;0;0;0;0;0;1
1;1;1;0.4380498906489985;0;0;2.02467591733846;0;0;1;0;0;0;0;0;0;0;0;1
0;1;0;-0.10133993241760961;0;0;0.5238932064118649;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-0.3325069994461559;0;0;-3.05935471468473;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;0.9003840247060911;0;1;0.06348311763887966;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;0.5921612686680294;0;1;0.48101373302288486;0;0;1;0;0;0;0;0;0;1;0;0
1;3;1;-0.10133993241760961;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
1;1;1;2.5956091829154313;1;0;1.4577012476781015;0;0;0;1;0;0;0;0;0;0;0;1
0;3;1;1.208606780744153;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;-0.10133993241760961;0;0;-3.05935471468473;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-1.719509401617434;4;1;0.46146538543999793;0;0;0;0;0;0;0;0;1;0;1;0
1;3;1;0.4380498906489985;1;1;0.10063346635878767;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;2.749720560934462;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
0;3;0;-0.10133993241760961;0;0;-0.8045157230890057;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-1.026008200531795;0;0;-0.6282518441103798;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-0.7948411335032486;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;-0.10133993241760961;0;0;0.34823343675035595;1;0;0;0;0;0;0;0;0;0;0;1
0;3;0;0.2839385126299676;0;0;-0.7141931170822655;0;0;0;0;0;0;0;0;1;1;0;0
1;3;0;0.052771445601421274;0;0;-0.6282518441103798;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.5636740664747023;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
1;2;0;0.9774397137156066;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-0.5636740664747023;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
1;1;1;-0.2554513104366405;0;0;1.4693120310391974;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;-0.7948411335032486;1;0;1.6166429247583496;0;1;0;0;0;0;0;0;0;1;0;0
0;2;0;0.5151055796585139;0;0;-0.3400881617097396;0;0;0;1;0;0;0;0;0;1;0;0
0;3;1;-0.4095626884556714;0;0;-0.6943224196000357;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.4095626884556714;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;-0.10133993241760961;0;0;0.41211309234884563;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;-0.4480905329604291;0;0;-0.8802009247595483;0;0;0;0;0;0;0;0;1;1;0;0
0;1;1;-2.104787846665011;1;2;2.1386038822397246;0;0;1;0;0;0;0;0;0;0;0;1
1;1;0;-0.10133993241760961;0;0;0.5076108730346487;0;0;1;0;0;0;0;0;0;0;0;1
1;1;1;1.5938852257917302;0;1;2.6431856916575582;0;1;0;0;0;0;0;0;0;1;0;0
1;3;1;-0.10133993241760961;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
1;3;0;-0.10133993241760961;2;0;0.2371709111137807;0;0;0;0;0;0;0;0;1;0;1;0
0;3;0;-0.7948411335032486;0;0;-3.05935471468473;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;-0.10133993241760961;0;0;-0.3799682989493102;0;0;0;0;1;0;0;0;0;0;1;0
0;3;0;-0.10133993241760961;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
1;1;0;-2.188007990795288;1;2;2.1386038822397246;0;0;1;0;0;0;0;0;0;0;0;1
1;1;1;-0.10133993241760961;0;0;1.8180555042384798;0;0;0;0;0;0;0;0;1;1;0;0
1;1;1;-0.9489525115222794;1;0;1.79956356168721;0;0;1;0;0;0;0;0;0;1;0;0
0;2;0;0.052771445601421274;1;0;0.2686628928916371;0;0;0;0;0;0;0;0;1;1;0;0
1;1;1;0.052771445601421274;0;0;1.1375020795704323;0;0;0;0;1;0;0;0;0;1;0;0
1;1;1;-0.4095626884556714;0;0;1.5236434969107797;0;0;1;0;0;0;0;0;0;1;0;0
1;1;1;-0.871896822512764;2;2;2.703206388275798;0;1;0;0;0;0;0;0;0;1;0;0
0;2;1;-0.2554513104366405;1;1;0.34823343675035595;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;1.054495402725122;1;1;0.3577625991477285;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-0.2554513104366405;0;0;-0.8045157230890057;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;-0.4095626884556714;1;0;0.34823343675035595;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;1.902107981829792;0;0;-0.25948319375151774;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;0.12982713461093673;0;2;2.225133654248278;0;0;1;0;0;0;0;0;0;0;0;1
1;1;1;0.8233283356965757;1;1;2.0160644511807706;0;0;0;0;1;0;0;0;0;1;0;0
0;3;0;-0.5636740664747023;0;0;-0.8775909348467548;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.17839562142712506;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;0.052771445601421274;0;0;-0.3799682989493102;0;0;0;0;0;0;0;0;1;0;1;0
1;2;1;-0.5636740664747023;1;1;0.45716639046780133;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;8;2;1.3412852166389577;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;0.5151055796585139;0;0;2.02467591733846;0;0;1;0;0;0;0;0;0;1;0;0
0;3;0;2.4414978048964002;0;0;-1.0129679592439487;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;0.5151055796585139;0;0;-0.3308153928167706;0;0;0;1;0;0;0;0;0;0;0;1
1;3;1;0.12982713461093673;1;1;0.11392760020572701;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;-1.026008200531795;0;1;1.1560744205288247;0;1;0;0;0;0;0;0;0;1;0;0
1;3;1;-0.10133993241760961;2;0;0.2371709111137807;0;0;0;0;0;0;0;0;1;0;1;0
0;1;0;1.2471346252489106;0;0;0.43978939653178145;0;0;1;0;0;0;0;0;0;0;0;1
0;1;0;0.6692169576775449;0;1;2.1514852622165557;0;0;1;0;0;0;0;0;0;0;0;1
0;3;0;-1.026008200531795;2;0;-0.015079228381579135;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;-0.10133993241760961;1;0;2.009558260685829;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;-0.024284243408094167;1;0;1.2971232366153405;0;0;1;0;0;0;0;0;0;0;0;1
1;1;1;0.9003840247060911;0;0;2.0160644511807706;0;0;0;0;1;0;0;0;0;1;0;0
1;3;0;1.208606780744153;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;1.208606780744153;0;0;0.6599308976078451;0;0;0;0;0;0;0;1;0;0;0;1
1;2;0;-2.104787846665011;1;1;0.34823343675035595;0;0;0;0;0;1;0;0;0;0;0;1
1;1;1;-0.4095626884556714;3;2;2.70565698624984;0;0;1;0;0;0;0;0;0;0;0;1
0;2;0;-0.10133993241760961;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;-0.3325069994461559;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;0.5151055796585139;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;-0.4095626884556714;0;0;-0.3308153928167706;0;0;0;0;0;1;0;0;0;0;0;1
1;2;1;0.8233283356965757;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-0.10133993241760961;1;0;-0.12401218209902407;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-2.0277321576554956;1;1;-0.13617593182329762;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;0.9774397137156066;0;0;-0.7141931170822655;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.4866183774651868;0;0;-0.6556912707684899;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;-0.10133993241760961;0;0;0.6456698880439651;0;0;1;0;0;0;0;0;0;0;0;1
0;3;0;-1.1030638895413103;1;1;-0.8802009247595483;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;-0.3325069994461559;1;0;-0.026020143189551145;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.8807287424181867;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;-0.10133993241760961;0;0;-0.6282518441103798;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;-0.5636740664747023;0;1;1.102483775621868;0;0;0;0;1;0;0;0;0;0;0;1
0;2;1;0.6692169576775449;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-0.10133993241760961;0;0;-0.8016005813616583;0;0;0;0;0;0;0;0;1;0;1;0
1;3;1;-0.10133993241760961;0;0;-0.8016005813616583;0;0;0;0;0;0;0;0;1;0;1;0
0;3;0;0.8233283356965757;1;4;0.4185439886957112;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;-0.024284243408094167;1;0;0.41211309234884563;0;0;0;0;0;0;0;0;1;1;0;0
0;3;1;1.208606780744153;0;1;-0.22864112323105135;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;0.4380498906489985;0;0;-0.9029641542643231;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;1;0;-0.1609413506274357;0;0;0;0;0;0;0;0;1;0;1;0
0;3;0;0.052771445601421274;0;0;-0.8775909348467548;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;2.3644421158868845;1;0;1.421615367743249;0;0;0;1;0;0;0;0;0;1;0;0
1;3;1;-0.10133993241760961;0;0;-0.8802009247595483;0;0;0;0;0;0;0;0;1;1;0;0
1;3;1;-0.10133993241760961;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
1;1;1;-0.4095626884556714;0;0;1.337614972098837;0;1;0;0;0;0;0;0;0;1;0;0
1;1;0;-0.3325069994461559;1;0;1.1106067225915397;0;0;0;0;1;0;0;0;0;1;0;0
0;3;0;-0.871896822512764;1;0;-0.9767119279566487;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.7948411335032486;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;-0.5636740664747023;0;0;2.02467591733846;0;0;0;0;0;0;0;0;1;1;0;0
0;3;1;-2.0277321576554956;3;1;0.14001378858155186;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;-0.10133993241760961;1;0;1.5114400628464493;0;0;0;0;0;0;0;0;1;1;0;0
1;3;1;-0.5636740664747023;0;0;-0.8775909348467548;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;-0.17839562142712506;0;2;2.4812918543662903;0;0;1;0;0;0;0;0;0;1;0;0
0;3;0;-0.7177854444937332;0;0;-1.3927643694774243;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;-0.7948411335032486;0;0;-0.813805534261317;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;0.9774397137156066;0;0;2.55646062690765;0;0;0;0;0;0;0;0;1;1;0;0
1;3;1;-2.1818435356745267;0;2;-0.1459060378876117;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;0.20688282362045216;0;0;-0.7962812706432292;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;0.4380498906489985;1;0;1.0455570975193194;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;-0.871896822512764;0;0;1.3976098196943552;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-2.1818435356745267;5;2;0.9409501199925433;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;0.5151055796585139;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.8192160116961665;0;0;0;0;0;0;0;0;1;0;1;0
1;2;1;-0.9489525115222794;0;0;-0.4074361292502624;0;0;0;0;0;0;0;0;1;1;0;0
1;1;0;0.5151055796585139;1;2;1.8990457475784397;0;1;0;0;0;0;0;0;0;0;0;1
1;3;0;-0.6407297554842177;0;0;-0.8113576922153614;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;2;0;-0.7962812706432292;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;-0.4866183774651868;1;0;1.839924143033158;0;0;0;1;0;0;0;0;0;1;0;0
1;3;1;-0.4095626884556714;0;2;-0.08835669011137383;0;0;0;0;0;0;1;0;0;0;0;1
0;3;0;-0.5636740664747023;0;0;-0.8113576922153614;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;0.12982713461093673;0;0;-0.8045157230890057;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;1.2856624697536683;0;0;0.34823343675035595;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;-0.4866183774651868;0;0;-0.5341955039054616;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;-0.10133993241760961;0;0;-0.3569916466834146;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;0.7462726466870603;0;0;-0.7962812706432292;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.2554513104366405;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-0.6407297554842177;1;0;-0.596735245796976;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;1;0;-0.13923936162362693;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-0.7177854444937332;0;0;-0.7141931170822655;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;0.36099420163948304;1;0;0.13649510066617393;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;1.6709409148012455;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;0;1
1;2;0;-2.0277321576554956;1;1;0.024947969067500183;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.6407297554842177;0;0;-0.813805534261317;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-0.10133993241760961;3;1;0.32760748513073984;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.9278831623504765;0;0;0;0;0;0;0;0;1;0;1;0
1;1;1;0.2839385126299676;1;0;1.6044536083983778;0;0;1;0;0;0;0;0;0;0;1;0
0;2;0;-0.10133993241760961;0;0;-3.05935471468473;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;1.1315510917346374;0;0;-0.7962812706432292;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-0.10133993241760961;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;0.36099420163948304;1;1;0.5712559972748189;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;-0.871896822512764;0;2;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;0.052771445601421274;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-1.4883423345888875;0;2;0.27484779748436916;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;-0.6407297554842177;0;0;-0.81873051214423;0;0;0;0;0;0;0;0;1;0;1;0
0;3;0;-0.024284243408094167;0;0;-0.8020897510957018;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-0.10133993241760961;1;1;-0.23227354969268815;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.871896822512764;1;1;0.09880731315890959;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.8775909348467548;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;-0.10133993241760961;1;0;0.34823343675035595;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;-0.7948411335032486;0;0;0.34823343675035595;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
1;3;0;0.20688282362045216;0;0;-0.7819012502244029;0;0;0;0;1;0;0;0;0;0;0;1
1;1;0;-0.10133993241760961;0;0;0.3690828596951275;0;0;1;0;0;0;0;0;0;0;0;1
1;3;1;-0.10133993241760961;1;0;-0.12401218209902407;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;0.9774397137156066;1;0;0.34823343675035595;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.9489525115222794;0;0;-0.8933760781200358;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;1.5938852257917302;1;0;1.1189680242035542;0;0;0;0;1;0;0;0;0;0;0;1
1;1;1;-1.1801195785508258;1;2;1.8990457475784397;0;1;0;0;0;0;0;0;0;0;0;1
0;3;1;-0.6407297554842177;2;2;0.6275624759912304;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;-0.4095626884556714;2;3;0.024947969067500183;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;2.6726648719249466;1;4;2.70565698624984;0;0;1;0;0;0;0;0;0;0;0;1
0;2;0;0.12982713461093673;0;0;-0.5341955039054616;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;1.208606780744153;1;1;0.3577625991477285;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.7177854444937332;0;0;-0.6282518441103798;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.3325069994461559;1;0;-0.813805534261317;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;-0.10133993241760961;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-0.10133993241760961;0;0;-0.7747855524800177;0;0;0;0;0;0;0;0;1;0;0;1
1;1;0;-1.9506764686459803;0;2;1.5075480191394137;1;0;0;0;0;0;0;0;0;0;0;1
1;2;1;-1.2571752675603414;0;1;0.06348311763887966;0;0;0;0;0;0;0;0;1;0;0;1
1;1;0;0.36099420163948304;0;0;0.3690828596951275;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-1.8736207796364648;2;1;0.05122067277860971;0;0;0;0;0;0;0;0;1;1;0;0
1;1;0;1.747996603810761;0;0;0.5076108730346487;0;0;1;0;0;0;0;0;0;0;0;1
0;2;0;0.5151055796585139;1;2;0.41316371566340315;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;1;0;0.08675695807432643;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;0.052771445601421274;0;0;0.41316371566340315;0;0;1;0;0;0;0;0;0;1;0;0
1;1;0;1.5168295367822147;1;0;1.5942254495160864;0;0;1;0;0;0;0;0;0;1;0;0
0;3;0;-0.10133993241760961;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-0.024284243408094167;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;1;0;0
0;1;0;2.749720560934462;0;0;0.3690828596951275;0;0;0;0;1;0;0;0;0;0;0;1
1;1;1;-0.10133993241760961;1;0;1.0428713067036883;0;0;0;1;0;0;0;0;0;0;0;1
1;2;1;1.5938852257917302;0;0;-0.5341955039054616;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
1;1;0;1.4397738477726993;0;0;0.3690828596951275;0;0;0;0;1;0;0;0;0;0;0;1
0;3;0;0.36099420163948304;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;1.3627181587631838;0;0;0.7415975532868192;0;0;0;0;1;0;0;0;0;0;0;1
0;2;0;1.4397738477726993;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;0.6692169576775449;0;0;-0.9029641542643231;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;-0.10133993241760961;0;0;-3.05935471468473;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;2.0562193598488228;0;0;0.3690828596951275;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.8197135892017399;0;0;0;0;0;0;0;0;1;0;1;0
1;3;1;-2.2011074579269057;2;1;0.05122067277860971;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;-0.10133993241760961;0;0;-0.8775909348467548;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;0.6692169576775449;0;0;-0.7141931170822655;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;0.2839385126299676;1;2;0.41316371566340315;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;-0.4866183774651868;0;0;-0.27394133452435243;0;0;0;1;0;0;0;0;0;1;0;0
0;3;1;-0.5636740664747023;0;0;-0.595542046817217;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;-0.10133993241760961;0;0;1.0455570975193194;1;0;0;0;0;0;0;0;0;0;0;1
0;2;0;0.36099420163948304;1;0;0.13649510066617393;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.024284243408094167;1;0;-0.9035037246694765;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.5636740664747023;0;0;-0.8441988129757484;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-2.104787846665011;0;1;-0.3848200525790736;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-1.565398023598403;5;2;0.9409501199925433;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;-0.10133993241760961;0;0;-3.05935471468473;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;1.5938852257917302;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;2.5956091829154313;0;0;-0.6196716554383795;0;0;0;0;0;0;0;0;1;0;0;1
1;1;0;-0.3325069994461559;1;0;1.6166429247583496;0;1;0;0;0;0;0;0;0;1;0;0
0;3;1;-0.10133993241760961;3;1;0.32760748513073984;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;0.4380498906489985;1;0;1.6044536083983778;0;0;1;0;0;0;0;0;0;0;0;1
0;1;0;2.210330737867854;0;0;0.48101373302288486;0;1;0;0;0;0;0;0;0;1;0;0
0;3;0;0.052771445601421274;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-1.565398023598403;1;1;-0.13617593182329762;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;1;0;0.08675695807432643;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.6407297554842177;0;0;-0.8775909348467548;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;1.9791636708393074;0;0;0.5076108730346487;0;0;1;0;0;0;0;0;0;0;0;1
0;1;0;3.2120546949915547;0;0;0.995686176567185;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;-0.6407297554842177;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.2283668640860574;0;0;0;0;0;0;0;0;1;1;0;0
1;1;1;1.902107981829792;1;0;1.461731676008407;0;0;0;1;0;0;0;0;0;1;0;0
0;3;0;-0.10133993241760961;0;0;-0.18631457004500454;0;0;0;0;0;0;0;0;1;0;0;1
0;1;1;-0.3325069994461559;1;2;2.1386038822397246;0;0;1;0;0;0;0;0;0;0;0;1
0;3;0;-0.4095626884556714;0;0;-0.8113576922153614;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.9489525115222794;0;0;-0.7141931170822655;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-0.6407297554842177;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
0;3;1;-0.10133993241760961;0;0;-0.8311286100830012;0;0;0;0;0;0;0;0;1;0;1;0
0;3;1;0.5921612686680294;0;0;-0.6196716554383795;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;-1.026008200531795;0;0;1.5639030463209591;0;1;0;0;0;0;0;0;0;0;0;1
0;1;0;-0.871896822512764;1;0;1.79956356168721;0;0;1;0;0;0;0;0;0;1;0;0
1;2;1;0.2839385126299676;0;2;0.34823343675035595;0;0;0;0;0;0;0;0;1;0;0;1
1;1;0;-0.10133993241760961;0;0;0.3690828596951275;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;0.20578880837329974;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-0.2554513104366405;0;0;1.1297377769755033;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-0.024284243408094167;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
0;3;0;-0.10133993241760961;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
1;1;0;0.5151055796585139;0;0;0.3591844285735596;0;0;0;0;1;0;0;0;0;0;0;1
1;1;1;1.902107981829792;1;0;1.180685812594871;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;-0.4095626884556714;0;0;-0.8472367510628959;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;1.3627181587631838;0;0;0.6171580802909766;0;0;0;1;0;0;0;0;0;0;0;1
1;2;1;0.36099420163948304;0;0;-0.5341955039054616;0;0;0;0;0;1;0;0;0;0;0;1
0;3;0;-0.10133993241760961;0;0;0.27484779748436916;0;0;0;0;0;0;0;0;1;0;1;0
1;2;1;0.5151055796585139;1;0;0.34823343675035595;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;0.20688282362045216;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;0.052771445601421274;0;0;1.6434735901796775;0;1;0;0;0;0;0;0;0;0;0;1
0;3;0;-0.5636740664747023;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
